"","plot","subplot","species","climate","management","size_t0","size_t1","fl_spring_before","fl_spring_after","fl_fall","sl_spring_t0","sl_fall_t0","sl_spring_t1","transition","survival","fl_all","new_individual","year","kicker_col","treatment","spec_treat","ind_t0","flower_pr"
"11547","8_3",3,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11548","8_3",3,"Bro_ere","ambient","mowing",NA,2,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11549","8_3",3,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11550","8_3",3,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11551","8_3",3,"Bro_ere","ambient","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"8_3_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11575","8_3",4,"Bro_ere","ambient","mowing",3,9,NA,NA,0,10,0,5,3,1,0,0,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"11576","8_3",4,"Bro_ere","ambient","mowing",24,36,NA,NA,0,10,0,5,3,1,0,0,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"11577","8_3",4,"Bro_ere","ambient","mowing",6,9,NA,NA,0,10,0,5,3,1,0,0,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"11578","8_3",4,"Bro_ere","ambient","mowing",8,16,NA,NA,0,10,0,5,3,1,0,0,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"11579","8_3",4,"Bro_ere","ambient","mowing",6,NA,NA,NA,0,10,0,5,3,0,0,0,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"11580","8_3",4,"Bro_ere","ambient","mowing",6,12,NA,NA,0,10,0,5,3,1,0,0,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"11581","8_3",4,"Bro_ere","ambient","mowing",6,20,NA,NA,0,10,0,5,3,1,0,0,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"11582","8_3",4,"Bro_ere","ambient","mowing",2.25,6,NA,NA,0,10,0,5,3,1,0,0,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"11583","8_3",4,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,5,3,0,0,1,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11584","8_3",4,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,5,3,0,0,1,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11585","8_3",4,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,5,3,0,0,1,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11586","8_3",4,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,5,3,0,0,1,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11587","8_3",4,"Bro_ere","ambient","mowing",NA,4,NA,NA,0,0,0,5,3,0,0,1,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11588","8_3",4,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,5,3,0,0,1,2020,"8_3_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11609","8_3",5,"Bro_ere","ambient","mowing",64,72,NA,9,0,6,0,2,3,1,9,0,2020,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11610","8_3",5,"Bro_ere","ambient","mowing",NA,NA,NA,NA,0,6,0,2,3,0,0,0,2020,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11611","8_3",5,"Bro_ere","ambient","mowing",16,9,NA,10,0,6,0,2,3,1,10,0,2020,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11612","8_3",5,"Bro_ere","ambient","mowing",4,16,NA,1,0,6,0,2,3,1,1,0,2020,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11613","8_3",5,"Bro_ere","ambient","mowing",9,4,NA,4,0,6,0,2,3,1,4,0,2020,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11614","8_3",5,"Bro_ere","ambient","mowing",NA,0.5,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11615","8_3",5,"Bro_ere","ambient","mowing",NA,0.25,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11616","8_3",5,"Bro_ere","ambient","mowing",NA,0.25,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11617","8_3",5,"Bro_ere","ambient","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11618","8_3",5,"Bro_ere","ambient","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"8_3_5","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11640","8_3",6,"Bro_ere","ambient","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"8_3_6","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11641","8_3",6,"Bro_ere","ambient","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"8_3_6","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11642","8_3",6,"Bro_ere","ambient","mowing",NA,NA,NA,NA,0,4,1,2,3,0,0,0,2020,"8_3_6","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11643","8_3",6,"Bro_ere","ambient","mowing",NA,0.25,NA,NA,0,0,0,2,3,0,0,1,2020,"8_3_6","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11644","8_3",6,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,2,3,0,0,1,2020,"8_3_6","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11661","8_3",7,"Bro_ere","ambient","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11662","8_3",7,"Bro_ere","ambient","mowing",63,90,NA,11,0,4,1,2,3,1,11,0,2020,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11663","8_3",7,"Bro_ere","ambient","mowing",9,20,NA,2,0,4,0,2,3,1,2,0,2020,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11664","8_3",7,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,2,3,0,0,1,2020,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11665","8_3",7,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,2,3,0,0,1,2020,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11666","8_3",7,"Bro_ere","ambient","mowing",NA,0.25,NA,NA,0,0,0,2,3,0,0,1,2020,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11667","8_3",7,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,2,3,0,0,1,2020,"8_3_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11679","8_3",8,"Bro_ere","ambient","mowing",20,36,NA,9,0,4,0,3,3,1,9,0,2020,"8_3_8","ambient_mowing","Bro_ere_ambient_mowing",1,1
"11680","8_3",8,"Bro_ere","ambient","mowing",NA,30,NA,16,0,4,0,3,3,0,16,1,2020,"8_3_8","ambient_mowing","Bro_ere_ambient_mowing",NA,1
"11681","8_3",8,"Bro_ere","ambient","mowing",NA,80,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_8","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11682","8_3",8,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_8","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11683","8_3",8,"Bro_ere","ambient","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"8_3_8","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"11704","9_1",1,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",NA,0
"11705","9_1",1,"Bro_ere","future","mowing",72,72,NA,29,0,5,1,2,3,1,29,0,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",1,1
"11706","9_1",1,"Bro_ere","future","mowing",42,48,NA,10,0,5,0,2,3,1,10,0,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",1,1
"11707","9_1",1,"Bro_ere","future","mowing",6,12,NA,NA,0,5,0,2,3,1,0,0,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"11708","9_1",1,"Bro_ere","future","mowing",12,9,NA,NA,0,5,0,2,3,1,0,0,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"11709","9_1",1,"Bro_ere","future","mowing",4,30,NA,NA,0,5,0,2,3,1,0,0,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"11710","9_1",1,"Bro_ere","future","mowing",2,NA,NA,NA,0,5,0,2,3,0,0,0,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"11711","9_1",1,"Bro_ere","future","mowing",2,6,NA,NA,0,5,0,2,3,1,0,0,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"11712","9_1",1,"Bro_ere","future","mowing",9,4,NA,1,0,5,0,2,3,1,1,0,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",1,1
"11713","9_1",1,"Bro_ere","future","mowing",1,12,NA,NA,0,5,0,2,3,1,0,0,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",1,0
"11714","9_1",1,"Bro_ere","future","mowing",NA,1.5,NA,NA,0,0,0,2,3,0,0,1,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",NA,0
"11715","9_1",1,"Bro_ere","future","mowing",NA,0.5,NA,NA,0,0,0,2,3,0,0,1,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",NA,0
"11716","9_1",1,"Bro_ere","future","mowing",NA,2,NA,NA,0,0,0,2,3,0,0,1,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",NA,0
"11717","9_1",1,"Bro_ere","future","mowing",NA,3,NA,NA,0,0,0,2,3,0,0,1,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",NA,0
"11718","9_1",1,"Bro_ere","future","mowing",NA,0.5,NA,NA,0,0,0,2,3,0,0,1,2020,"9_1_1","future_mowing","Bro_ere_future_mowing",NA,0
"11739","9_1",2,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11740","9_1",2,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11741","9_1",2,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11742","9_1",2,"Bro_ere","future","mowing",48,56,NA,17,0,7,5,3,3,1,17,0,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",1,1
"11743","9_1",2,"Bro_ere","future","mowing",12,9,NA,1,0,7,0,3,3,1,1,0,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",1,1
"11744","9_1",2,"Bro_ere","future","mowing",6,NA,NA,3,0,7,0,3,3,0,3,0,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",1,1
"11745","9_1",2,"Bro_ere","future","mowing",9,12,NA,4,0,7,0,3,3,1,4,0,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",1,1
"11746","9_1",2,"Bro_ere","future","mowing",2.25,9,NA,NA,0,7,0,3,3,1,0,0,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"11747","9_1",2,"Bro_ere","future","mowing",30,36,NA,12,0,7,0,3,3,1,12,0,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",1,1
"11748","9_1",2,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11749","9_1",2,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11750","9_1",2,"Bro_ere","future","mowing",NA,2,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11751","9_1",2,"Bro_ere","future","mowing",NA,3,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11752","9_1",2,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11753","9_1",2,"Bro_ere","future","mowing",NA,0.25,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11754","9_1",2,"Bro_ere","future","mowing",NA,2,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11755","9_1",2,"Bro_ere","future","mowing",NA,0.5,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11756","9_1",2,"Bro_ere","future","mowing",NA,0.5,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11757","9_1",2,"Bro_ere","future","mowing",NA,0.5,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_2","future_mowing","Bro_ere_future_mowing",NA,0
"11780","9_1",3,"Bro_ere","future","mowing",90,100,NA,28,0,3,4,6,3,1,28,0,2020,"9_1_3","future_mowing","Bro_ere_future_mowing",1,1
"11781","9_1",3,"Bro_ere","future","mowing",36,42,NA,4,0,3,0,6,3,1,4,0,2020,"9_1_3","future_mowing","Bro_ere_future_mowing",1,1
"11782","9_1",3,"Bro_ere","future","mowing",6,12,NA,1,0,3,0,6,3,1,1,0,2020,"9_1_3","future_mowing","Bro_ere_future_mowing",1,1
"11783","9_1",3,"Bro_ere","future","mowing",4,2,NA,NA,0,3,0,6,3,1,0,0,2020,"9_1_3","future_mowing","Bro_ere_future_mowing",1,0
"11784","9_1",3,"Bro_ere","future","mowing",NA,4,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_3","future_mowing","Bro_ere_future_mowing",NA,0
"11785","9_1",3,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_3","future_mowing","Bro_ere_future_mowing",NA,0
"11786","9_1",3,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_3","future_mowing","Bro_ere_future_mowing",NA,0
"11787","9_1",3,"Bro_ere","future","mowing",NA,0.5,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_3","future_mowing","Bro_ere_future_mowing",NA,0
"11788","9_1",3,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_3","future_mowing","Bro_ere_future_mowing",NA,0
"11803","9_1",4,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",NA,0
"11804","9_1",4,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,3,3,0,0,0,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",NA,0
"11805","9_1",4,"Bro_ere","future","mowing",8,9,NA,1,0,4,2,3,3,1,1,0,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",1,1
"11806","9_1",4,"Bro_ere","future","mowing",4,4,NA,1,0,4,0,3,3,1,1,0,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",1,1
"11807","9_1",4,"Bro_ere","future","mowing",2,9,NA,3,0,4,0,3,3,1,3,0,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",1,1
"11808","9_1",4,"Bro_ere","future","mowing",1,12,NA,NA,0,4,0,3,3,1,0,0,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"11809","9_1",4,"Bro_ere","future","mowing",2,4,NA,NA,0,4,0,3,3,1,0,0,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"11810","9_1",4,"Bro_ere","future","mowing",NA,1.5,NA,NA,0,0,0,3,3,0,0,1,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",NA,0
"11811","9_1",4,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,3,3,0,0,1,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",NA,0
"11812","9_1",4,"Bro_ere","future","mowing",NA,6,NA,NA,0,0,0,3,3,0,0,1,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",NA,0
"11813","9_1",4,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,3,3,0,0,1,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",NA,0
"11814","9_1",4,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,3,3,0,0,1,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",NA,0
"11815","9_1",4,"Bro_ere","future","mowing",NA,2,NA,NA,0,0,0,3,3,0,0,1,2020,"9_1_4","future_mowing","Bro_ere_future_mowing",NA,0
"11821","9_1",5,"Bro_ere","future","mowing",NA,NA,NA,NA,0,4,0,5,3,0,0,0,2020,"9_1_5","future_mowing","Bro_ere_future_mowing",NA,0
"11822","9_1",5,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_1_5","future_mowing","Bro_ere_future_mowing",NA,0
"11823","9_1",5,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_1_5","future_mowing","Bro_ere_future_mowing",NA,0
"11824","9_1",5,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_5","future_mowing","Bro_ere_future_mowing",NA,0
"11825","9_1",5,"Bro_ere","future","mowing",NA,2,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_5","future_mowing","Bro_ere_future_mowing",NA,0
"11826","9_1",5,"Bro_ere","future","mowing",NA,0.5,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_5","future_mowing","Bro_ere_future_mowing",NA,0
"11827","9_1",5,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_5","future_mowing","Bro_ere_future_mowing",NA,0
"11828","9_1",5,"Bro_ere","future","mowing",NA,2,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_5","future_mowing","Bro_ere_future_mowing",NA,0
"11854","9_1",6,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_1_6","future_mowing","Bro_ere_future_mowing",NA,0
"11855","9_1",6,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_1_6","future_mowing","Bro_ere_future_mowing",NA,0
"11856","9_1",6,"Bro_ere","future","mowing",56,12,NA,9,0,4,0,2,3,1,9,0,2020,"9_1_6","future_mowing","Bro_ere_future_mowing",1,1
"11857","9_1",6,"Bro_ere","future","mowing",12,25,NA,4,0,4,0,2,3,1,4,0,2020,"9_1_6","future_mowing","Bro_ere_future_mowing",1,1
"11858","9_1",6,"Bro_ere","future","mowing",6,6,NA,2,0,4,0,2,3,1,2,0,2020,"9_1_6","future_mowing","Bro_ere_future_mowing",1,1
"11859","9_1",6,"Bro_ere","future","mowing",4,1,NA,2,0,4,0,2,3,1,2,0,2020,"9_1_6","future_mowing","Bro_ere_future_mowing",1,1
"11860","9_1",6,"Bro_ere","future","mowing",6,12,NA,NA,0,4,0,2,3,1,0,0,2020,"9_1_6","future_mowing","Bro_ere_future_mowing",1,0
"11861","9_1",6,"Bro_ere","future","mowing",6,1,NA,NA,0,4,0,2,3,1,0,0,2020,"9_1_6","future_mowing","Bro_ere_future_mowing",1,0
"11862","9_1",6,"Bro_ere","future","mowing",12,6,NA,1,0,4,0,2,3,1,1,0,2020,"9_1_6","future_mowing","Bro_ere_future_mowing",1,1
"11863","9_1",6,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_6","future_mowing","Bro_ere_future_mowing",NA,0
"11864","9_1",6,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_6","future_mowing","Bro_ere_future_mowing",NA,0
"11865","9_1",6,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_6","future_mowing","Bro_ere_future_mowing",NA,0
"11892","9_1",7,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",NA,0
"11893","9_1",7,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",NA,0
"11894","9_1",7,"Bro_ere","future","mowing",36,42,NA,14,0,6,2,4,3,1,14,0,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",1,1
"11895","9_1",7,"Bro_ere","future","mowing",6,16,NA,6,0,6,0,4,3,1,6,0,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",1,1
"11896","9_1",7,"Bro_ere","future","mowing",16,25,NA,4,0,6,0,4,3,1,4,0,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",1,1
"11897","9_1",7,"Bro_ere","future","mowing",2,6,NA,1,0,6,0,4,3,1,1,0,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",1,1
"11898","9_1",7,"Bro_ere","future","mowing",NA,4,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",NA,0
"11899","9_1",7,"Bro_ere","future","mowing",NA,0.25,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",NA,0
"11900","9_1",7,"Bro_ere","future","mowing",NA,0.75,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",NA,0
"11901","9_1",7,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",NA,0
"11902","9_1",7,"Bro_ere","future","mowing",NA,0.25,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",NA,0
"11903","9_1",7,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",NA,0
"11904","9_1",7,"Bro_ere","future","mowing",NA,1,NA,NA,0,0,0,0,3,0,0,1,2020,"9_1_7","future_mowing","Bro_ere_future_mowing",NA,0
"11914","9_1",8,"Bro_ere","future","mowing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_1_8","future_mowing","Bro_ere_future_mowing",NA,0
"11915","9_1",8,"Bro_ere","future","mowing",NA,NA,NA,NA,0,4,0,0,3,0,0,0,2020,"9_1_8","future_mowing","Bro_ere_future_mowing",NA,0
"11916","9_1",8,"Bro_ere","future","mowing",12,9,NA,2,0,4,0,4,3,1,2,0,2020,"9_1_8","future_mowing","Bro_ere_future_mowing",1,1
"11917","9_1",8,"Bro_ere","future","mowing",42,35,NA,23,0,4,0,4,3,1,23,0,2020,"9_1_8","future_mowing","Bro_ere_future_mowing",1,1
"11918","9_1",8,"Bro_ere","future","mowing",6,12,NA,2,0,4,0,4,3,1,2,0,2020,"9_1_8","future_mowing","Bro_ere_future_mowing",1,1
"11919","9_1",8,"Bro_ere","future","mowing",1,6,NA,NA,0,4,0,4,3,1,0,0,2020,"9_1_8","future_mowing","Bro_ere_future_mowing",1,0
"11920","9_1",8,"Bro_ere","future","mowing",4,6,NA,NA,0,4,0,4,3,1,0,0,2020,"9_1_8","future_mowing","Bro_ere_future_mowing",1,0
"11921","9_1",8,"Bro_ere","future","mowing",1,4,NA,NA,0,4,0,4,3,1,0,0,2020,"9_1_8","future_mowing","Bro_ere_future_mowing",1,0
"11922","9_1",8,"Bro_ere","future","mowing",NA,0.5,NA,NA,0,0,0,4,3,0,0,1,2020,"9_1_8","future_mowing","Bro_ere_future_mowing",NA,0
"11923","9_1",8,"Bro_ere","future","mowing",NA,2,NA,NA,0,0,0,4,3,0,0,1,2020,"9_1_8","future_mowing","Bro_ere_future_mowing",NA,0
"11924","9_1",8,"Bro_ere","future","mowing",NA,2,NA,NA,0,0,0,4,3,0,0,1,2020,"9_1_8","future_mowing","Bro_ere_future_mowing",NA,0
"11929","9_4",1,"Bro_ere","future","grazing",64,72,20,8.1,0,0,0,1,3,1,8.1,0,2020,"9_4_1","future_grazing","Bro_ere_future_grazing",1,1
"11930","9_4",1,"Bro_ere","future","grazing",18,9,4,1.5,0,0,0,1,3,1,1.5,0,2020,"9_4_1","future_grazing","Bro_ere_future_grazing",1,1
"11931","9_4",1,"Bro_ere","future","grazing",42,30,25,5.6,0,0,0,1,3,1,5.6,0,2020,"9_4_1","future_grazing","Bro_ere_future_grazing",1,1
"11932","9_4",1,"Bro_ere","future","grazing",42,35,10,4,0,0,0,1,3,1,4,0,2020,"9_4_1","future_grazing","Bro_ere_future_grazing",1,1
"11947","9_4",2,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_4_2","future_grazing","Bro_ere_future_grazing",NA,0
"11948","9_4",2,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_4_2","future_grazing","Bro_ere_future_grazing",NA,0
"11949","9_4",2,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_4_2","future_grazing","Bro_ere_future_grazing",NA,0
"11950","9_4",2,"Bro_ere","future","grazing",NA,NA,NA,NA,0,0,0,0,3,0,0,0,2020,"9_4_2","future_grazing","Bro_ere_future_grazing",NA,0
"11951","9_4",2,"Bro_ere","future","grazing",81,72,29,2,0,3,0,11,3,1,2,0,2020,"9_4_2","future_grazing","Bro_ere_future_grazing",1,1
"11952","9_4",2,"Bro_ere","future","grazing",54,64,24,3.6,0,3,0,11,3,1,3.6,0,2020,"9_4_2","future_grazing","Bro_ere_future_grazing",1,1
"11953","9_4",2,"Bro_ere","future","grazing",4,6,4,3,0,3,0,11,3,1,3,0,2020,"9_4_2","future_grazing","Bro_ere_future_grazing",1,1
"11954","9_4",2,"Bro_ere","future","grazing",NA,12,NA,NA,0,0,0,11,3,0,0,1,2020,"9_4_2","future_grazing","Bro_ere_future_grazing",NA,0
"11955","9_4",2,"Bro_ere","future","grazing",NA,0.25,NA,NA,0,0,0,11,3,0,0,1,2020,"9_4_2","future_grazing","Bro_ere_future_grazing",NA,0
"11956","9_4",2,"Bro_ere","future","grazing",NA,0.25,NA,NA,0,0,0,11,3,0,0,1,2020,"9_4_2","future_grazing","Bro_ere_future_grazing",NA,0
